id,gid,x,y,v_x,v_y,radius,time
4,0,1.236338,1.029179,-0.952198,0.293246,0.200000,9.700000
5,0,-0.913135,-0.014357,-1.361954,-0.289789,0.200000,9.700000
6,0,7.429517,-0.630424,-1.077144,0.446823,0.200000,9.700000
7,0,4.007177,-0.968941,-1.006129,-0.206914,0.200000,9.700000
8,0,7.678747,0.172085,-0.620484,0.270258,0.200000,9.700000
9,0,3.473181,-0.307030,-0.556235,0.130196,0.200000,9.700000
10,0,2.541854,0.080439,-1.155071,-0.098944,0.200000,9.700000
11,0,9.364349,-0.400145,-0.949315,0.105160,0.200000,9.700000
12,0,9.192097,0.440539,-0.620790,-0.105795,0.200000,9.700000
13,0,5.503203,-0.530506,-1.127109,-0.057287,0.200000,9.700000
14,0,1.531680,0.147722,-0.789920,0.139025,0.200000,9.700000
15,0,5.791197,1.673588,-0.703891,0.190159,0.200000,9.700000
16,0,-0.367347,-0.490478,-1.089920,-0.071372,0.200000,9.700000
17,0,0.744590,0.205266,-0.937089,-0.330795,0.200000,9.700000
18,0,2.833348,-1.605132,-1.266354,-0.073327,0.200000,9.700000
19,0,1.427571,-0.619669,-0.765562,0.335687,0.200000,9.700000
20,1,6.413754,6.517551,-0.113892,-0.544331,0.200000,9.700000
21,1,7.711594,-7.735153,-0.196708,-0.306414,0.200000,9.700000
22,1,7.218733,-4.448795,-0.358889,-0.699938,0.200000,9.700000
23,1,7.057659,-8.086747,0.035893,0.390726,0.200000,9.700000
24,1,5.416285,3.082372,-0.291952,-0.520963,0.200000,9.700000
25,1,6.830056,-6.092444,-0.439856,-0.532529,0.200000,9.700000
26,1,7.120827,1.177805,0.074653,-1.145477,0.200000,9.700000
27,1,7.119177,-5.494651,0.604403,-0.478641,0.200000,9.700000
28,1,4.711753,-2.506788,0.097187,-0.981788,0.200000,9.700000
29,1,6.328510,-7.250877,0.276864,-0.319975,0.200000,9.700000
30,1,6.801347,-0.350061,-0.000173,-1.259925,0.200000,9.700000
32,1,5.241236,-2.243517,0.426427,-0.842375,0.200000,9.700000
33,1,7.523942,1.621649,-0.755400,-0.866920,0.200000,9.700000
34,1,5.095449,1.754778,-0.485218,-0.808873,0.200000,9.700000
35,1,8.629118,0.125977,-0.024678,-0.899029,0.200000,9.700000
36,1,6.272508,-2.993771,0.561076,-0.791800,0.200000,9.700000
37,1,7.345079,-2.303818,-0.092472,-1.001954,0.200000,9.700000
38,1,9.013825,1.368766,0.203851,-0.975093,0.200000,9.700000
